Pozice	pohlavi	vek	věkskup	ot1	ot2	ot3	ot4	ot5	ot6	ot7	ot8	ot9	ot10	ot11	ot12	ot13	ot14	ot15	ot16	ot17	ot18	ot19	ot20	ot21	ot22	ot23	ot24	ot25	ot26	ot27	ot28	ot29	ot30	ot31	ot32	ot33	ot34	ot35	ot36	ot37	ot38	ot39	ot40	ot41	ot42	ot43	ot44	ot45	ot46	ot47	ot48	ot49	ot50	ot51	ot52	ot53	ot54	ot55	ot56	ot57	ot58	ot59	ot60	ot61	ot62	ot63	ot64	ot65	ot66	ot67	ot68	ot69	ot70	ot71	ot72	ot73	ot74	ot75	ot76	ot77	ot78	ot79	ot80	ot81	ot82	ot83	ot84	ot85	ot86	ot87	ot88	ot89	ot90	ot91	ot92	ot93	ot94	ot95	ot96	ot97	ot98	ot99	ot100	ot101	ot102	ot103	ot104	ot105	ot106	ot107	ot108	ot109	ot110	ot111	ot112	ot113	ot114	ot115	ot116	ot117	ot118	ot119	ot120	ot121	ot122	ot123	ot124	ot125	ot126	ot127	ot128	ot129	ot130	ot131	ot132	ot133	ot134	ot135	ot136	ot137	ot138	ot139	ot140	ot141	ot142	ot143	ot144	ot145	ot146	ot147	ot148	ot149	ot150	ot151	ot152	ot153	ot154	ot155	ot156	ot157	ot158	ot159	ot160	ot161	ot162	ot163	ot164	ot165	ot166	ot167	ot168	ot169	ot170	ot171	ot172	ot173	ot174	ot175	ot176	ot177	ot178	ot179	ot180	ot181	ot182	ot183	ot184	ot185	ot186	ot187	ot188	ot189	ot190	ot191	ot192	ot193	ot194	ot195	ot196	ot197	ot198	ot199	ot200	ot201	ot202	ot203	ot204	ot205	ot206	ot207	ot208	ot209	ot210	ot211	ot212	ot213	ot214	ot215	ot216	ot217	ot218	ot219	ot220	ot221	ot222	ot223	ot224	ot225	ot226	ot227	ot228	ot229	ot230	ot231	ot232	ot233	ot234	ot235	ot236	ot237	ot238	ot239	ot240
P0072	1	 	2	1	3	3	2	3	1	2	2	3	0	2	1	2	2	3	1	2	3	3	4	2	1	3	4	1	1	1	3	3	2	1	2	1	3	3	1	2	2	2	3	1	1	2	3	3	1	3	4	1	3	1	0	0	4	3	3	2	3	1	3	2	2	1	2	3	2	2	0	4	3	1	2	1	2	4	3	1	1	1	3	1	0	1	3	3	1	2	2	3	2	1	1	0	3	2	1	3	1	1	3	2	1	0	3	3	2	2	3	2	3	4	0	1	3	3	1	2	3	3	1	1	2	0	1	3	3	0	0	3	2	3	2	2	1	4	2	2	0	2	1	1	3	3	2	3	1	1	2	2	3	2	2	1	1	1	1	1	0	3	2	1	2	1	2	0	2	2	1	1	2	3	1	3	2	3	1	2	3	3	3	2	3	2	2	2	3	1	1	4	0	1	1	3	2	3	1	3	0	1	3	3	1	4	3	3	1	0	2	4	3	2	3	3	2	3	1	1	2	3	2	1	3	2	3	4	1	2	1	3	2	1	3	3	3	3	1	3	3	2	3
P0073	2	 	2	3	3	3	3	3	2	4	4	4	3	0	4	1	4	4	0	0	1	4	4	1	3	3	3	4	0	3	4	4	3	1	4	3	3	3	0	4	1	4	4	0	3	1	3	4	1	4	4	3	3	1	0	2	1	4	4	4	4	0	4	1	4	2	2	4	0	4	4	4	4	4	3	1	4	4	0	4	4	3	3	1	3	3	1	4	0	4	4	4	4	0	4	0	3	4	0	4	3	4	4	0	4	3	3	4	4	3	4	0	4	0	1	3	1	4	0	4	4	4	1	1	4	3	3	4	0	3	3	4	4	1	3	4	4	4	0	4	3	0	4	0	4	4	0	4	0	4	4	4	4	3	4	1	3	4	1	4	2	3	1	0	4	0	4	4	0	1	3	4	4	0	0	3	0	4	0	4	4	4	4	0	4	3	2	4	1	4	3	4	1	0	3	4	4	3	1	3	4	4	3	0	2	4	1	4	0	4	0	4	3	2	3	3	3	4	0	4	3	3	4	0	4	3	4	4	0	4	4	4	0	1	4	3	0	4	0	4	2	0	0
P0074	2	 	2	3	3	1	1	2	1	1	1	4	2	1	1	1	2	4	3	1	2	3	4	1	1	2	4	3	1	2	2	3	2	2	3	1	3	2	2	1	2	3	4	1	2	1	4	4	2	3	3	1	2	1	0	2	4	3	3	2	2	2	3	3	3	1	1	2	2	2	2	4	3	1	1	2	3	4	3	2	2	2	1	1	1	2	4	3	1	2	2	1	2	1	3	1	3	2	1	2	1	3	3	2	1	3	3	4	2	1	1	3	2	2	1	2	3	3	2	2	2	3	2	3	3	0	1	2	1	1	2	3	3	3	1	2	2	4	3	2	1	2	1	1	1	1	4	3	2	1	2	2	3	1	4	1	2	2	3	3	3	2	2	2	1	2	3	3	3	1	3	2	1	0	0	2	2	2	1	3	3	3	3	2	3	2	3	2	2	3	1	3	1	3	1	3	3	3	3	3	1	3	3	2	1	2	3	3	2	1	2	3	3	1	3	1	3	3	3	1	2	3	3	2	1	1	3	4	2	2	1	3	3	1	1	2	4	3	1	3	2	1	2
P0075	1	 	2	1	3	2	1	2	3	3	3	3	1	2	1	3	1	3	3	1	1	4	2	1	2	1	4	1	3	2	3	4	1	3	3	1	3	4	2	1	3	3	1	3	1	3	4	1	2	3	4	1	1	3	0	1	3	1	3	3	3	3	1	3	3	1	1	2	3	0	4	3	1	2	1	1	2	1	3	3	1	1	0	3	3	1	3	2	2	1	1	3	1	3	2	1	3	1	2	3	3	3	1	3	0	1	3	3	3	1	1	3	1	4	4	2	3	1	1	3	3	3	2	3	2	1	3	3	1	0	1	4	1	4	3	2	1	1	3	1	3	1	0	2	3	2	4	2	3	1	3	1	0	3	3	1	3	1	2	0	3	3	3	3	2	3	2	1	3	2	4	1	1	1	0	1	1	2	2	3	3	3	0	3	2	3	2	2	3	1	3	1	0	3	0	1	1	4	4	4	3	0	2	4	3	1	4	1	2	0	1	4	3	1	3	2	3	2	3	1	1	3	1	3	1	2	4	4	3	2	1	3	2	1	3	1	3	3	2	3	2	1	1
P0076	1	 	2	3	2	3	2	3	1	1	3	4	1	2	1	1	4	3	1	2	3	3	4	0	2	1	3	3	1	1	4	4	3	2	3	0	2	3	1	1	1	4	4	1	1	0	3	3	2	3	3	2	2	1	0	1	3	3	3	2	3	3	4	3	1	1	0	3	0	1	1	3	3	1	1	3	4	4	1	1	3	3	3	1	2	3	2	3	1	2	2	3	4	1	3	1	2	3	0	2	3	1	3	1	1	3	3	1	2	1	2	1	2	3	0	2	3	3	1	2	3	3	3	3	1	0	1	3	1	1	0	4	4	3	3	2	1	3	2	2	3	2	3	1	1	3	2	3	2	1	3	4	3	3	2	1	1	3	2	0	2	4	3	1	1	2	3	2	2	0	1	3	2	0	1	1	1	3	2	2	3	2	3	2	2	3	1	2	1	1	0	4	3	2	1	1	1	3	2	1	4	3	3	0	1	3	2	4	1	1	1	2	2	1	2	0	2	3	1	1	0	4	3	1	1	1	3	3	2	1	2	3	0	1	0	1	3	3	1	1	2	3	3
P0077	1	 	2	2	3	4	2	3	3	0	2	4	1	1	2	1	2	3	1	1	3	4	3	3	1	0	4	3	3	3	4	4	0	4	1	2	3	0	2	0	0	4	4	2	1	2	4	4	1	4	4	2	2	0	0	2	3	2	4	2	2	3	3	2	2	1	1	2	2	1	0	2	3	0	2	2	4	4	1	3	3	2	2	0	2	1	2	3	0	1	2	2	2	1	3	0	3	1	1	1	2	2	4	1	1	2	3	2	1	2	3	1	2	1	4	2	2	3	0	2	2	1	2	1	4	0	2	3	2	0	0	4	4	3	2	3	3	4	0	2	3	2	3	3	2	3	2	4	2	4	3	2	1	2	4	2	2	3	1	0	0	4	1	0	2	2	4	2	2	0	3	2	3	1	0	2	2	3	2	3	3	3	2	1	2	3	3	3	2	3	0	4	0	1	1	3	2	4	1	1	2	3	3	4	0	3	2	3	0	0	2	3	1	2	3	2	3	3	1	0	0	4	4	0	2	2	4	4	2	3	4	3	1	2	1	1	2	3	2	4	2	1	3
P0078	1	 	2	3	3	4	3	3	3	1	4	1	0	3	1	4	1	4	1	2	1	3	3	2	3	4	1	1	3	0	3	4	1	1	4	3	1	4	1	2	4	1	2	2	1	4	4	3	3	4	4	1	3	3	0	4	2	3	3	3	3	1	4	1	2	3	0	3	2	2	3	1	3	1	2	2	2	2	3	1	1	2	1	2	2	4	2	3	3	2	2	3	2	3	2	3	3	2	1	4	4	3	4	3	2	2	4	4	4	4	4	1	4	4	3	4	3	2	1	4	2	1	2	4	3	4	2	3	1	0	2	4	2	2	1	4	4	3	2	2	0	3	3	3	2	4	2	3	1	2	1	3	1	3	3	0	3	1	1	1	4	0	3	2	3	2	3	4	0	3	0	0	4	3	1	4	2	3	1	2	4	4	3	2	3	1	3	2	3	3	4	1	1	2	2	4	3	4	1	3	0	1	4	3	1	4	2	4	2	3	2	3	4	3	4	2	3	3	3	3	1	2	2	1	3	3	4	4	3	2	1	3	3	1	0	3	2	2	0	4	2	0	3
P0079	1	 	2	3	1	3	1	2	2	3	4	1	1	2	3	2	4	3	0	0	2	3	4	2	1	2	3	2	1	1	4	2	1	3	4	3	0	2	2	2	3	3	1	3	1	3	3	3	3	2	4	1	1	1	0	0	4	2	3	2	4	1	2	3	2	2	2	2	2	1	4	2	3	3	3	2	3	3	2	3	4	1	1	3	0	0	3	3	1	1	3	2	3	2	3	3	0	2	3	1	2	3	0	1	3	2	3	3	3	1	3	4	2	3	2	2	2	3	1	2	2	1	1	3	2	3	3	3	2	3	1	4	3	2	2	3	3	4	3	3	1	1	1	1	1	2	1	3	3	3	3	0	3	2	3	2	1	1	3	3	1	3	2	1	3	1	2	3	3	1	3	1	2	3	0	0	3	1	1	3	1	0	2	2	1	3	1	2	3	3	2	3	0	4	3	3	1	1	1	3	1	3	1	2	2	3	2	3	2	0	1	1	1	2	3	3	0	3	1	1	1	4	0	1	2	1	2	4	3	2	1	3	3	1	1	2	2	1	1	3	1	2	1
P0080	2	 	2	2	3	2	4	3	0	3	3	1	2	0	1	0	4	3	0	1	2	3	4	2	2	3	3	3	0	3	4	2	3	0	4	2	2	4	1	1	2	3	4	0	2	1	3	3	1	3	3	1	3	2	0	2	2	3	3	3	2	2	3	1	3	2	2	2	0	3	4	2	3	0	2	2	4	4	0	3	3	3	4	1	2	2	2	3	0	4	3	2	3	1	4	2	2	4	0	2	3	3	4	0	2	2	2	3	4	2	3	2	3	2	2	3	2	4	1	3	2	1	3	1	3	2	3	4	0	3	3	3	4	2	2	1	4	4	0	3	1	4	3	0	2	2	2	3	1	4	3	2	3	0	4	1	1	3	0	2	3	2	2	1	3	3	4	2	2	1	2	3	3	1	3	1	1	3	1	3	3	2	4	1	3	3	2	3	1	3	1	3	3	1	2	3	2	4	1	1	4	3	3	0	1	3	2	4	1	1	2	1	2	0	3	1	2	4	0	1	1	3	4	0	4	2	2	3	0	3	2	3	2	1	2	1	2	3	1	4	2	0	3
P0081	1	 	2	2	3	3	2	2	1	1	3	1	1	3	2	2	3	4	3	1	1	3	2	3	0	1	3	3	1	1	3	4	2	2	3	1	2	3	1	2	3	3	3	1	2	1	4	3	2	4	4	1	3	3	0	1	3	3	3	3	4	1	4	1	3	2	0	3	1	1	2	3	3	1	2	3	3	3	3	1	3	3	1	1	1	3	2	3	1	2	2	4	3	3	3	1	2	3	1	3	2	3	3	2	1	1	3	3	3	3	1	2	3	3	3	1	3	3	1	3	3	0	3	3	1	1	1	4	2	1	0	4	2	3	2	3	1	4	2	3	1	1	1	1	3	3	2	4	3	2	3	3	1	4	3	2	3	2	1	1	2	3	3	3	2	3	3	4	1	2	1	2	3	4	1	3	2	3	2	3	3	3	3	2	3	1	3	2	2	1	2	3	2	1	1	2	3	4	3	2	1	2	3	3	3	3	2	1	2	1	2	3	4	3	3	1	3	2	2	1	1	3	3	1	2	3	4	2	4	3	1	2	2	1	3	4	2	3	1	4	2	3	3
P0082	1	 	2	3	4	2	4	3	1	4	3	4	2	1	3	2	3	4	0	1	3	3	4	2	2	3	4	4	0	2	4	3	2	0	4	2	2	3	1	3	3	3	4	1	2	3	3	3	1	3	3	2	3	2	0	3	3	4	3	3	3	2	3	1	3	2	1	3	0	3	4	3	4	3	2	2	3	3	1	3	3	2	3	1	1	1	1	3	0	3	3	4	3	0	3	1	3	3	1	3	3	3	3	0	3	3	3	2	2	3	3	3	3	1	1	3	3	3	1	2	3	3	2	3	4	2	3	3	0	3	3	3	4	1	3	2	3	4	1	3	1	3	4	3	3	3	2	3	1	3	3	3	1	1	4	0	3	3	0	2	3	3	1	1	3	1	3	3	1	2	3	3	3	0	0	3	1	1	1	3	3	3	3	1	3	2	3	3	2	4	0	3	3	1	2	3	3	3	2	3	3	3	3	1	3	3	3	3	1	2	2	3	2	1	3	3	3	3	1	3	3	3	3	0	3	3	3	2	1	3	3	3	3	1	3	3	2	3	1	3	2	2	1
P0083	1	 	2	1	3	3	2	3	1	1	3	1	1	3	2	3	3	4	3	1	2	3	3	3	3	3	3	2	1	1	4	4	1	3	4	1	4	4	1	3	3	2	2	3	1	1	3	1	3	3	4	1	3	3	0	1	1	3	3	3	4	3	3	1	4	3	1	1	1	1	0	3	3	3	3	3	3	3	2	1	2	3	1	3	3	1	2	3	3	3	1	3	1	3	4	1	3	1	3	3	3	3	3	2	1	1	3	2	1	3	3	3	3	3	3	1	3	1	1	3	3	1	3	1	3	3	3	3	1	1	1	3	0	3	3	3	3	3	1	1	1	3	3	3	3	3	3	3	3	3	2	1	1	3	3	1	3	1	0	3	3	3	1	1	3	1	3	1	1	1	3	1	3	4	3	3	3	1	2	3	4	4	3	1	4	3	3	3	3	3	0	1	1	3	2	1	4	3	2	3	4	1	3	3	3	4	1	3	1	3	1	3	1	3	3	1	3	3	3	4	1	3	1	3	3	4	3	3	0	3	1	3	3	1	3	1	1	3	3	3	3	1	3
P0084	1	 	2	3	3	3	2	4	1	3	3	3	2	1	3	2	3	4	1	1	2	4	4	1	1	3	3	4	0	1	3	3	3	3	4	1	3	1	1	2	3	1	4	1	3	1	3	4	1	4	4	1	3	1	3	3	3	4	4	3	3	3	4	2	3	1	1	4	1	3	3	1	4	1	1	3	3	4	1	3	3	3	3	1	2	2	1	4	1	2	3	2	4	1	3	1	3	3	1	3	2	1	3	1	1	3	3	3	2	3	2	3	4	1	1	2	3	3	1	3	4	1	3	1	3	1	2	3	1	2	1	3	4	3	3	3	4	3	0	4	1	3	3	1	3	4	1	3	1	2	2	2	3	2	3	2	3	3	1	1	1	1	1	1	3	3	3	3	1	3	1	1	3	1	3	2	1	1	1	3	3	3	3	1	2	1	3	3	1	3	1	1	1	1	1	3	2	3	3	2	1	3	3	1	1	3	3	3	1	3	2	3	3	1	3	1	3	4	1	2	3	1	3	1	3	3	3	4	2	2	2	4	2	1	3	3	1	3	1	3	1	1	3
P0085	1	 	2	3	3	4	2	3	1	3	2	4	1	0	4	3	2	4	1	0	3	3	4	0	3	3	3	4	0	3	4	4	1	1	4	0	2	2	0	4	3	3	4	0	1	3	4	3	0	4	4	2	4	1	0	2	3	4	4	4	2	1	4	1	4	2	0	3	1	2	0	4	4	0	4	3	2	4	1	2	3	2	1	0	3	2	3	3	1	3	2	3	3	1	2	0	1	3	0	3	2	4	4	0	2	3	3	2	2	3	4	1	4	2	3	2	3	3	1	4	4	3	4	4	4	1	1	4	0	1	0	4	4	2	4	4	2	4	0	4	2	1	4	1	4	3	1	4	0	4	2	2	3	3	4	0	2	3	0	2	2	1	1	0	4	3	4	4	0	3	3	1	4	0	4	3	0	1	0	4	4	4	4	0	2	2	2	4	2	4	1	0	3	0	3	3	2	4	2	4	3	2	3	2	1	3	2	4	0	1	4	3	2	0	3	1	2	4	0	3	2	2	3	0	4	3	3	4	1	3	4	3	4	1	1	3	2	3	1	3	0	0	4
P0086	2	 	2	3	2	2	2	3	1	1	2	4	1	1	2	2	4	4	1	1	2	3	4	1	1	0	4	4	0	2	4	3	2	1	4	1	2	2	1	1	3	3	3	1	2	1	4	4	1	3	4	4	2	1	0	2	4	4	3	3	2	4	4	2	3	1	2	2	0	3	2	3	3	1	2	3	4	4	2	2	2	3	3	1	2	2	3	3	1	3	2	2	3	1	4	1	2	1	1	3	2	3	3	2	1	1	4	3	1	2	1	3	2	1	1	1	3	3	2	3	2	2	3	1	3	0	2	3	0	2	1	4	4	1	2	2	2	4	1	3	1	3	3	2	3	2	2	3	1	3	3	3	2	1	3	3	2	2	1	1	2	3	1	1	2	2	3	1	2	1	3	3	3	0	3	2	2	3	1	3	3	3	3	2	3	3	2	2	1	3	2	4	1	2	1	1	2	4	1	1	3	4	3	1	1	2	2	3	1	1	2	2	2	1	3	2	2	3	1	2	2	4	3	1	2	2	3	3	2	2	3	3	1	1	3	2	2	3	1	3	2	2	3
P0087	1	 	2	1	3	1	1	3	1	3	4	4	1	1	3	3	4	4	3	1	1	4	4	1	2	3	3	3	0	1	3	4	1	1	3	2	3	2	0	2	3	1	4	1	1	3	4	1	1	3	4	0	4	2	0	2	2	2	3	3	3	1	3	1	3	1	0	2	0	2	1	2	4	1	3	3	2	4	3	3	3	3	1	1	1	3	3	3	3	3	1	3	3	1	3	1	3	1	1	3	3	1	4	2	1	3	4	2	4	0	4	1	3	4	0	1	3	1	2	1	3	1	3	3	3	1	1	3	3	1	2	4	2	3	3	3	2	4	2	3	1	1	3	3	3	3	2	3	1	3	3	3	1	3	3	1	2	1	1	1	3	2	3	1	3	1	3	3	1	3	2	0	4	1	3	3	3	1	3	3	3	4	4	1	3	2	3	3	3	3	1	1	1	2	1	3	3	4	3	3	2	2	3	3	1	3	1	3	1	1	3	3	3	3	3	2	3	3	1	1	3	3	3	1	3	3	3	3	3	3	1	3	1	1	1	2	3	3	1	3	1	1	2
P0088	1	 	2	3	3	2	2	3	2	2	2	2	2	3	2	1	3	3	2	2	2	3	3	2	2	2	3	3	1	2	3	3	1	2	3	2	3	3	2	3	2	2	3	2	1	2	3	3	2	3	3	2	2	3	0	2	3	3	3	3	2	1	3	2	2	1	2	3	2	2	2	3	2	2	2	3	3	4	2	1	1	3	3	1	2	2	4	3	2	2	1	1	2	2	3	1	2	2	2	3	3	2	4	2	2	2	3	2	1	2	1	1	1	2	1	1	2	1	2	2	2	2	3	1	2	1	2	2	2	1	2	3	3	3	2	3	2	4	3	1	1	2	2	2	3	2	3	3	2	2	3	2	2	3	3	1	2	2	2	0	2	4	3	2	2	1	3	3	2	3	1	1	2	0	0	0	2	3	2	2	3	3	2	2	2	3	2	2	2	1	2	3	2	2	1	2	2	3	2	3	1	1	3	3	2	3	3	3	2	2	3	2	3	1	3	2	3	3	2	1	1	2	2	1	3	2	3	4	3	2	2	3	2	1	2	2	3	3	1	2	1	1	2
P0089	1	 	2	2	3	4	3	4	2	1	3	4	1	2	1	2	4	4	2	1	2	4	4	0	1	1	4	3	1	1	4	4	2	0	1	1	3	3	1	1	2	4	4	1	2	1	4	3	2	3	3	3	2	1	0	1	4	4	3	2	2	2	4	0	2	1	1	3	0	2	0	4	2	1	0	2	3	4	1	3	3	3	3	1	1	2	3	3	2	3	2	3	4	1	2	1	3	3	1	3	2	4	4	1	1	2	4	3	3	1	1	2	2	1	2	2	3	4	1	3	2	3	3	1	2	1	2	3	1	0	1	4	4	1	2	2	2	3	0	2	2	3	2	1	3	2	2	3	1	3	3	2	3	3	2	2	3	3	0	3	2	4	2	1	1	2	3	3	2	1	2	3	2	0	1	3	2	2	2	3	4	3	4	1	2	2	3	2	2	0	0	4	1	1	1	3	2	4	1	1	2	3	3	2	0	3	2	3	2	1	2	2	3	1	3	2	3	3	1	0	0	4	3	1	3	2	3	4	3	1	2	3	2	1	0	1	4	3	1	2	1	2	3
P0090	1	 	2	3	3	3	2	3	1	1	1	2	0	3	3	2	3	4	1	1	1	3	4	3	3	1	1	3	0	2	3	4	0	1	3	3	0	1	3	0	1	3	4	4	3	1	4	4	4	0	4	0	1	0	0	0	4	4	4	4	4	4	4	3	3	1	0	1	1	1	0	1	4	1	3	2	4	4	4	1	3	0	2	3	0	3	1	3	1	1	3	4	3	0	3	1	1	3	1	3	3	1	4	1	3	3	3	1	3	1	4	1	3	3	4	3	3	1	1	4	4	4	4	4	0	0	1	3	4	0	0	4	4	1	4	3	4	3	1	3	3	0	1	1	1	3	3	3	0	4	3	3	3	1	3	1	0	3	3	0	1	3	1	1	4	3	3	1	3	3	1	0	4	0	0	3	1	3	1	3	3	0	3	3	3	2	0	3	3	3	1	1	3	1	3	3	2	4	3	4	4	3	3	0	0	4	2	4	0	0	0	3	4	4	3	1	0	3	2	0	0	3	2	1	3	3	3	4	3	3	3	3	1	1	0	0	4	2	1	4	2	1	3
P0091	1	 	2	4	3	4	3	3	0	3	4	3	3	1	3	2	3	4	1	0	3	3	4	2	3	3	4	4	0	0	3	4	1	0	3	1	1	2	1	3	3	0	4	1	1	1	4	4	1	4	4	1	3	3	1	3	4	4	4	4	3	1	4	1	4	1	1	4	1	3	4	3	4	1	3	3	4	4	0	1	4	1	4	2	3	3	1	4	0	3	1	4	3	0	4	1	3	3	3	3	4	1	4	3	1	3	4	1	1	3	4	4	4	1	3	1	4	4	0	4	4	4	4	4	3	2	3	4	1	3	0	4	4	3	3	2	3	4	0	3	3	3	4	2	4	4	1	4	0	1	3	1	3	3	4	0	3	1	1	1	3	1	3	0	4	3	4	3	0	1	4	1	4	1	4	1	1	4	0	3	4	1	4	3	1	3	2	4	3	4	1	1	3	1	3	3	4	4	3	4	4	2	4	3	1	4	4	4	0	3	2	2	1	3	4	4	1	4	1	3	1	3	4	0	4	2	4	4	1	4	3	4	1	1	4	4	1	4	1	1	3	1	3
P0092	2	 	2	1	3	3	4	2	2	4	4	4	2	0	3	3	3	3	0	0	3	3	3	2	3	3	3	3	0	3	4	4	1	1	4	3	3	4	0	4	1	1	3	0	2	3	4	4	0	4	4	0	0	3	2	3	2	2	4	4	3	1	2	1	3	2	0	3	3	4	3	4	3	0	4	3	3	4	0	3	3	1	1	3	3	3	1	3	0	4	3	1	1	1	3	1	2	3	0	4	2	3	1	2	3	2	3	4	1	2	4	3	2	3	1	4	1	3	0	4	4	3	3	1	4	1	3	4	2	3	2	4	4	2	3	3	3	4	0	4	4	3	3	0	4	4	1	3	0	4	3	3	2	1	4	3	2	3	3	2	4	1	0	0	4	0	2	4	1	0	0	0	1	3	4	1	1	3	0	4	4	4	1	0	2	4	4	2	3	4	4	4	1	0	3	3	3	3	3	3	3	1	3	3	2	3	2	4	1	4	1	3	1	0	3	2	1	3	1	4	0	4	4	0	4	1	4	2	0	3	2	2	1	3	3	3	2	1	1	4	0	0	0
P0093	2	 	2	3	3	3	3	2	0	3	3	4	4	0	2	3	1	3	0	1	0	4	3	3	4	2	4	4	2	4	4	4	3	3	4	3	1	4	0	4	4	3	1	2	1	4	4	4	1	3	4	0	1	4	0	2	3	3	3	4	4	3	3	3	4	3	3	1	2	4	4	4	2	1	3	4	4	1	4	3	1	1	3	1	4	0	4	3	3	4	0	3	0	3	4	1	1	2	3	4	2	3	3	3	2	4	3	4	3	1	4	3	1	4	0	0	2	1	1	4	4	0	1	3	3	3	0	3	1	1	1	4	4	4	1	3	1	3	2	2	0	1	3	3	4	1	3	3	4	4	1	3	1	3	4	1	1	2	3	4	4	2	1	1	3	3	4	4	3	0	1	4	3	4	0	0	4	3	3	3	4	4	0	2	4	1	0	3	4	3	3	2	0	1	1	3	1	3	3	3	1	1	2	3	1	3	2	1	1	3	4	1	2	3	4	3	1	3	1	3	2	3	3	1	3	4	3	3	0	1	0	0	1	4	4	1	2	4	3	4	1	2	3
P0094	2	 	2	4	3	3	1	2	2	1	2	4	1	3	3	2	4	3	3	1	2	4	3	3	0	0	4	3	1	3	3	3	3	2	4	3	3	4	1	1	3	4	3	3	1	3	3	3	2	3	3	3	0	0	0	0	4	3	3	3	2	3	2	4	3	0	1	1	0	3	2	3	2	3	1	2	4	4	4	3	1	3	1	1	3	1	4	3	3	1	3	3	1	3	4	4	3	2	1	3	1	3	3	1	1	3	3	4	4	1	0	3	2	1	2	2	3	3	2	2	3	4	1	3	2	2	2	1	1	1	3	3	4	0	0	3	4	3	1	2	1	3	3	2	2	1	4	2	3	1	3	3	1	3	3	3	1	1	2	1	2	4	3	3	4	3	3	3	2	2	3	4	1	0	0	1	3	1	2	2	3	3	1	4	3	1	3	1	2	2	3	4	3	3	0	3	3	3	3	1	1	4	0	3	0	2	3	3	2	1	1	3	3	3	3	3	3	3	2	2	3	4	3	3	4	3	3	3	3	2	1	3	2	1	1	0	4	3	2	3	2	1	3
P0095	1	 	2	2	4	2	4	3	1	1	4	3	1	1	2	2	2	1	1	1	1	4	3	3	2	3	2	1	2	2	4	3	1	0	4	1	4	3	1	2	4	3	3	1	3	3	3	1	1	3	4	1	1	3	1	4	2	1	3	3	3	3	2	2	3	1	3	2	2	3	4	1	3	1	3	3	3	3	3	3	3	1	3	3	1	2	3	2	2	3	1	1	3	1	4	1	4	1	2	4	4	3	3	1	2	3	3	1	0	2	1	3	1	3	0	4	3	1	2	3	3	2	2	1	4	1	3	3	1	3	4	2	3	3	3	3	4	3	1	2	1	4	1	0	3	2	2	3	0	4	1	3	3	1	4	2	3	2	3	3	4	3	0	0	1	3	3	3	1	2	1	3	1	3	1	4	2	1	2	3	2	4	2	2	4	2	4	2	3	4	4	2	1	3	2	3	3	3	1	3	3	3	2	1	1	4	2	1	2	3	3	3	1	1	4	1	4	2	2	1	1	3	3	3	2	3	3	4	3	3	3	3	0	3	1	4	2	1	1	3	0	3	1
P0096	1	 	2	1	4	3	2	2	1	4	2	4	1	0	2	3	4	3	0	0	1	4	3	2	3	3	3	2	1	3	4	3	2	1	4	3	3	4	1	4	2	3	3	1	2	3	4	2	0	4	4	2	3	3	1	3	2	3	3	3	3	3	3	0	4	3	2	3	1	4	2	3	3	0	3	3	4	3	0	3	1	3	3	1	3	2	4	3	1	4	1	1	1	0	4	2	3	3	0	4	3	3	3	0	2	3	4	3	0	3	3	3	2	4	3	3	3	1	1	4	4	4	3	1	4	3	1	3	0	3	1	4	4	1	1	3	3	3	1	4	2	3	3	1	4	2	3	2	3	4	2	3	1	1	4	2	3	3	0	3	2	3	3	1	3	4	4	3	0	2	2	2	3	1	4	4	1	1	3	4	4	4	3	1	4	4	3	3	0	4	2	3	1	1	2	4	3	4	3	3	3	4	3	2	2	4	3	3	2	3	1	4	1	1	4	1	3	3	0	3	2	4	3	1	2	3	4	4	0	3	3	4	2	3	3	3	3	3	1	4	3	2	1
P0097	2	 	2	1	3	2	3	3	1	3	3	4	1	0	0	0	4	4	1	1	2	4	4	2	1	1	3	3	0	2	4	4	3	0	4	1	3	4	1	3	4	4	3	1	2	2	4	3	3	3	4	4	3	0	0	2	1	4	3	3	1	4	4	1	3	1	0	3	0	3	4	4	3	1	1	2	4	4	0	4	3	3	3	1	0	1	3	4	0	3	3	4	4	2	3	0	2	3	1	1	4	4	4	0	1	1	4	3	1	3	3	4	3	0	0	2	4	4	1	3	2	3	3	1	3	0	3	2	1	1	3	4	3	0	2	4	2	4	1	3	2	4	1	1	3	2	3	4	1	3	3	3	1	1	3	0	2	2	1	1	2	4	1	1	2	1	3	2	2	1	1	3	2	1	0	0	1	3	1	3	3	4	3	1	3	3	3	3	2	3	1	3	1	1	1	3	3	4	1	3	1	4	3	0	0	3	3	4	1	3	2	4	3	0	3	4	3	3	1	3	1	4	4	0	4	2	4	3	1	3	2	3	3	1	2	3	2	3	1	2	2	1	2
